startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,sector_clean,sector_final,sector_confidence,reclassification_layer,original_sector
QuantumSolutions,Retail,Fashion,Delhi,"A91 Partners, Mirae Asset",Seed,1998000,24-06-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
AeroAnalytics,Enterprise,Automation,Delhi,"Falcon Edge, Sequoia Capital India, SoftBank Vision Fund",Series A,14864000,03-09-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
FarmTech,E-commerce,D2C,Pune,A91 Partners,Series A,4500000,15-06-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
FinSpace,AgriTech,Smart Farming,Pune,Kalaari Capital,Seed,853000,18-05-2022,Agritech,Agritech,medium,regex,AgriTech
NimbusWorks,FoodTech,Food Delivery,Kolkata,"Prosus Ventures, Zodius Capital",Seed,1631000,25-09-2020,Foodtech,Foodtech,medium,regex,FoodTech
SkillFlow,Mobility,EV,Chennai,"Bessemer Venture Partners, Blume Ventures, Nexus Venture Partners",Seed,1149000,26-06-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,25-02-2023,Healthtech,SaaS/Enterprise,high,name_lookup,HealthTech
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,13-07-2023,Fintech,Fintech,high,name_lookup,FinTech
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,05-09-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,17-05-2024,Proptech,Proptech,medium,regex,RealEstate
Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,19-02-2022,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,Retail
GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,16-03-2023,Proptech,Proptech,medium,regex,RealEstate
BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,19-08-2021,SaaS/Enterprise,Fintech,high,name_lookup,SaaS
Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,11-07-2022,Ecommerce/D2C,EV/Cleantech,high,name_lookup,Retail
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,24-03-2022,Proptech,Proptech,medium,regex,RealEstate
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,19-06-2020,Fintech,Fintech,medium,regex,FinTech
HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,04-08-2021,Foodtech,Foodtech,medium,regex,FoodTech
Lenskart,FinTech,Payments,Pune,"IFC, Mirae Asset",Growth,197383000,28-10-2021,Fintech,Ecommerce/D2C,high,name_lookup,FinTech
SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,16-07-2023,Healthtech,Healthtech,medium,regex,HealthTech
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,23-06-2022,Other,Other,low,fallback,Consumer Electronics
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,27-07-2024,Healthtech,Foodtech,high,name_lookup,HealthTech
CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,17-04-2024,Other,Agritech,low,investor,Media
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,26-05-2021,Edtech,Edtech,medium,regex,EdTech
UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,05-05-2021,Edtech,Edtech,medium,regex,EdTech
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,13-10-2024,Other,SaaS/Enterprise,low,investor,Media
Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,05-12-2023,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,E-commerce
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,31-07-2021,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,31-01-2020,Other,Other,high,name_lookup,Media
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,23-09-2024,SaaS/Enterprise,SaaS/Enterprise,high,name_lookup,SaaS
DriveFit_560,Consumer Electronics,Audio,Gurugram,"Nexus Venture Partners, Zodius Capital",Angel,41000,27-05-2021,Other,Other,low,fallback,Consumer Electronics
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,14-02-2024,Other,Deeptech,medium,regex,Consumer Electronics
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,31-01-2024,Proptech,Proptech,medium,regex,RealEstate
NeoTech,RealEstate,Home Services,Gurugram,"Accel, Lightspeed India, Ribbit Capital",Pre-Series A,103000,16-04-2020,Proptech,Proptech,medium,regex,RealEstate
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,04-06-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,13-11-2020,Agritech,Fintech,high,name_lookup,AgriTech
LogiMart,E-commerce,Grocery,Pune,"Blume Ventures, Tiger Global, Y Combinator",Angel,16000,04-04-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,29-03-2024,Edtech,Edtech,medium,regex,EdTech
Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,03-01-2022,Other,Other,high,name_lookup,Media
Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,23-01-2021,EV/Cleantech,Other,high,name_lookup,Mobility
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,23-12-2022,Logistics,Other,high,name_lookup,Logistics
CureFit,Mobility,EV,Kolkata,"Blume Ventures, Y Combinator",Pre-Seed,122000,30-07-2023,EV/Cleantech,Healthtech,high,name_lookup,Mobility
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,16-01-2024,Agritech,Fintech,high,name_lookup,AgriTech
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,02-08-2021,Proptech,Proptech,medium,regex,RealEstate
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,04-04-2025,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
GreenMart,Consumer Electronics,Audio,Mumbai,"Falcon Edge, Prosus Ventures",Pre-Seed,178000,07-08-2023,Other,Deeptech,medium,regex,Consumer Electronics
CloudSolutions_576,EdTech,Test Prep,Bengaluru,"Accel, LCatterton, Mirae Asset",Angel,8000,03-03-2021,Edtech,Edtech,medium,regex,EdTech
HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,29-04-2020,Other,Other,low,fallback,Media
Groww,Enterprise,Security,Mumbai,"Accel, Kedaara Capital",Bridge,307000,21-05-2025,SaaS/Enterprise,Fintech,high,name_lookup,Enterprise
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,24-04-2025,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
SkillRise,Retail,Fashion,Ahmedabad,"Blume Ventures, IFC, Prosus Ventures",Pre-Series A,288000,28-07-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,13-05-2023,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,24-10-2021,Foodtech,Foodtech,medium,regex,FoodTech
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,05-07-2022,Other,Other,low,fallback,Media
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,30-03-2021,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,14-03-2023,Other,SaaS/Enterprise,low,investor,Media
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,07-04-2023,Healthtech,Foodtech,high,name_lookup,HealthTech
Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,21-03-2021,Ecommerce/D2C,Logistics,high,name_lookup,E-commerce
Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,14-07-2020,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,Enterprise
QuantumAnalytics_589,FinTech,WealthTech,Pune,"Nexus Venture Partners, Peak XV",Growth,74657000,08-06-2022,Fintech,Fintech,medium,regex,FinTech
HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,18-07-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,09-11-2020,Healthtech,Healthtech,medium,regex,HealthTech
DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,30-03-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,21-06-2021,Other,Other,low,fallback,Consumer Electronics
DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,26-09-2022,Healthtech,Healthtech,medium,regex,HealthTech
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,25-03-2023,Logistics,Logistics,medium,regex,Logistics
Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,06-12-2021,Foodtech,Ecommerce/D2C,high,name_lookup,FoodTech
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,01-04-2020,SaaS/Enterprise,Ecommerce/D2C,high,name_lookup,SaaS
NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,12-05-2021,Other,Other,low,fallback,Media
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,16-02-2020,Other,Deeptech,medium,regex,Media
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,03-02-2024,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,14-12-2020,Foodtech,Fintech,high,name_lookup,FoodTech
SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,09-07-2021,Proptech,Proptech,medium,regex,RealEstate
PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,18-02-2022,Logistics,Fintech,high,name_lookup,Logistics
HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,22-10-2022,Agritech,Agritech,medium,regex,AgriTech
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,04-03-2024,Edtech,Fintech,high,name_lookup,EdTech
AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,06-05-2020,Logistics,Logistics,medium,regex,Logistics
ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,11-01-2025,EV/Cleantech,Fintech,high,name_lookup,Mobility
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,19-03-2023,Proptech,Proptech,medium,regex,RealEstate
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,29-08-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,30-05-2022,Logistics,Logistics,medium,regex,Logistics
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,15-09-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,27-03-2025,Foodtech,Foodtech,medium,regex,FoodTech
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,07-03-2023,Fintech,Fintech,medium,regex,FinTech
GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,23-05-2023,Other,Other,low,fallback,Media
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,16-04-2022,Healthtech,Healthtech,medium,regex,HealthTech
Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,13-03-2025,Edtech,Ecommerce/D2C,high,name_lookup,EdTech
NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,30-05-2023,Edtech,Edtech,medium,regex,EdTech
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,"Falcon Edge, Tiger Global Management",Growth,419740000,18-05-2021,Other,Other,low,fallback,Consumer Electronics
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,25-05-2025,EV/Cleantech,Fintech,high,name_lookup,Mobility
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,15-05-2022,Foodtech,Other,high,name_lookup,FoodTech
Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,16-08-2023,Other,Ecommerce/D2C,high,name_lookup,Media
BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,24-10-2021,Other,Other,low,fallback,Media
CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,31-01-2025,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,19-12-2023,Other,Logistics,high,name_lookup,Media
NextSense,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, IFC, Nexus Venture Partners",Angel,15000,04-03-2023,Foodtech,Foodtech,medium,regex,FoodTech
Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,22-05-2025,Foodtech,Ecommerce/D2C,high,name_lookup,FoodTech
LogiSense,FinTech,NeoBank,Hyderabad,"A91 Partners, Sequoia Capital India",Pre-Seed,112000,16-10-2022,Fintech,Fintech,medium,regex,FinTech
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,23-06-2022,Agritech,Agritech,medium,regex,AgriTech
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,06-08-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,28-09-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Unacademy,FinTech,Payments,Chennai,"Elevation Capital, Kedaara Capital, Prosus Ventures",Debt,26070000,26-11-2020,Fintech,Edtech,high,name_lookup,FinTech
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,09-07-2020,Other,Other,low,fallback,Media
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,22-08-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,07-06-2023,Foodtech,Foodtech,medium,regex,FoodTech
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,18-12-2023,Other,Edtech,high,name_lookup,Consumer Electronics
FoodLoop,AgriTech,Marketplace,Pune,"Kedaara Capital, Mirae Asset",Angel,25000,12-06-2023,Agritech,Agritech,medium,regex,AgriTech
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,17-08-2021,Other,SaaS/Enterprise,high,name_lookup,Consumer Electronics
GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,29-04-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,18-05-2020,Fintech,Ecommerce/D2C,high,name_lookup,FinTech
AgriSense,E-commerce,D2C,Pune,"Peak XV, Zodius Capital",Pre-Series A,105000,11-03-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,15-08-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,27-04-2022,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,25-06-2024,Fintech,Fintech,medium,regex,FinTech
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,21-09-2024,Fintech,Fintech,medium,regex,FinTech
UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,10-07-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,17-08-2020,Logistics,Logistics,medium,regex,Logistics
CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,27-01-2025,Other,SaaS/Enterprise,low,investor,Consumer Electronics
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,20-11-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,05-12-2022,Fintech,Fintech,medium,regex,FinTech
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,04-04-2020,Agritech,Agritech,medium,regex,AgriTech
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,29-01-2021,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,14-07-2021,Proptech,Proptech,medium,regex,RealEstate
Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,16-10-2020,Edtech,Foodtech,high,name_lookup,EdTech
FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,22-08-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,01-10-2021,Agritech,Agritech,medium,regex,AgriTech
HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,22-07-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,08-01-2025,Other,Other,high,name_lookup,Consumer Electronics
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,02-03-2020,Proptech,Proptech,medium,regex,RealEstate
NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,22-05-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,31-03-2022,Proptech,Proptech,medium,regex,RealEstate
NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,22-11-2023,Foodtech,Foodtech,medium,regex,FoodTech
DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,28-12-2023,Edtech,Edtech,medium,regex,EdTech
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,11-04-2022,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,31-07-2024,Proptech,Proptech,medium,regex,RealEstate
Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,19-08-2021,Ecommerce/D2C,EV/Cleantech,high,name_lookup,Retail
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,23-10-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,11-11-2022,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,07-08-2024,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,"A91 Partners, Y Combinator",Pre-Series A,193000,13-10-2021,Edtech,Edtech,medium,regex,EdTech
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,23-09-2024,Other,Proptech,high,name_lookup,Consumer Electronics
HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,26-05-2020,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,01-05-2022,Healthtech,Healthtech,medium,regex,HealthTech
Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,04-02-2023,Agritech,Healthtech,high,name_lookup,AgriTech
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,05-02-2024,Agritech,Healthtech,high,name_lookup,AgriTech
NextStack,Mobility,Micro Mobility,Pune,"Mirae Asset, Y Combinator",Pre-Seed,192000,18-03-2020,EV/Cleantech,EV/Cleantech,medium,regex,Mobility
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,17-03-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,27-02-2024,Agritech,Agritech,medium,regex,AgriTech
FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,29-01-2025,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,24-11-2023,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,15-04-2020,Fintech,Foodtech,high,name_lookup,FinTech
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,15-06-2023,Healthtech,Healthtech,medium,regex,HealthTech
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,22-02-2024,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,28-04-2021,Ecommerce/D2C,Ecommerce/D2C,high,name_lookup,Retail
GreenMart,E-commerce,Marketplace,Ahmedabad,"Kalaari Capital, Ventures India",Angel,81000,11-11-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,E-commerce
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,12-02-2024,Other,Other,low,fallback,Consumer Electronics
CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,27-03-2022,Ecommerce/D2C,Healthtech,high,name_lookup,Retail
PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,24-10-2020,Foodtech,Healthtech,high,name_lookup,FoodTech
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,29-07-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,30-06-2021,Agritech,Fintech,high,name_lookup,AgriTech
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,20-04-2023,Proptech,Proptech,medium,regex,RealEstate
BlueTech,FinTech,Payments,Mumbai,"Accel, Info Edge",Pre-Seed,53000,19-07-2020,Fintech,Fintech,medium,regex,FinTech
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,07-07-2020,Logistics,Logistics,medium,regex,Logistics
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,23-05-2023,Proptech,Proptech,medium,regex,RealEstate
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,14-09-2023,Other,Fintech,low,investor,Media
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,17-05-2024,Other,Other,low,fallback,Media
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,26-06-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,10-08-2020,Edtech,Edtech,medium,regex,EdTech
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,30-07-2020,Edtech,Fintech,high,name_lookup,EdTech
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,02-01-2020,Fintech,Fintech,medium,regex,FinTech
NextStack,SaaS,MarTech,Ahmedabad,"Kalaari Capital, Mirae Asset",Pre-Seed,68000,20-12-2023,SaaS/Enterprise,SaaS/Enterprise,medium,regex,SaaS
CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,12-11-2023,EV/Cleantech,Fintech,high,name_lookup,Mobility
Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,17-05-2025,SaaS/Enterprise,Foodtech,high,name_lookup,SaaS
HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,21-03-2020,Ecommerce/D2C,Ecommerce/D2C,medium,regex,Retail
UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,17-12-2024,Proptech,Proptech,medium,regex,RealEstate
GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,11-06-2024,Agritech,Agritech,medium,regex,AgriTech
EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,01-06-2024,Fintech,Fintech,medium,regex,FinTech
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,22-04-2021,SaaS/Enterprise,SaaS/Enterprise,medium,regex,Enterprise
SmartCare,FinTech,InsurTech,Ahmedabad,"Blume Ventures, Nexus Venture Partners, Tiger Global",Pre-Seed,36000,07-12-2023,Fintech,Fintech,medium,regex,FinTech
