startup_name,sector,sub_vertical,city,investor,round_type,funding_usd,deal_date,deal_year,deal_month,sector_clean,round_clean,city_clean
Chargebee,HealthTech,Pharmacy,Kolkata,"Accel, Tiger Global",Seed,125000,2023-02-25,2023,2,Healthtech,Seed/Angel,Kolkata
BharatPe,FinTech,Lending,Hyderabad,Info Edge,Series A,3388000,2023-07-13,2023,7,Fintech,Series A,Hyderabad
WorkStack,SaaS,HRTech,Pune,IFC,Pre-Seed,27000,2020-09-05,2020,9,SaaS/Enterprise,Seed/Angel,Pune
BlueRise,RealEstate,Rental Tech,Noida,Y Combinator,Seed,1688000,2024-05-17,2024,5,Proptech,Seed/Angel,Delhi/NCR
Myntra,Retail,Fashion,Kolkata,"Elevation Capital, Ribbit Capital",Private Equity,403808000,2022-02-19,2022,2,Ecommerce/D2C,Late Stage,Kolkata
GreenConnect,RealEstate,Home Services,Chennai,"IFC, Tiger Global",Series B,9425000,2023-03-16,2023,3,Proptech,Series B,Chennai
BharatPe,SaaS,DevTools,Pune,"Elevation Capital, Matrix Partners India, Ribbit Capital",Seed,596000,2021-08-19,2021,8,SaaS/Enterprise,Seed/Angel,Pune
Ola,Retail,Grocery,Ahmedabad,"Blume Ventures, IFC",Series A,5333000,2022-07-11,2022,7,Ecommerce/D2C,Series A,Ahmedabad
FreshSolutions,RealEstate,Home Services,Mumbai,Accel,Seed,187000,2022-03-24,2022,3,Proptech,Seed/Angel,Mumbai
FarmBox,FinTech,InsurTech,Noida,Matrix Partners India,Series C,27201000,2020-06-19,2020,6,Fintech,Series C,Delhi/NCR
HyperLoop,FoodTech,Food Delivery,Gurugram,"Nexus Venture Partners, Ribbit Capital",Seed,595000,2021-08-04,2021,8,Foodtech,Seed/Angel,Delhi/NCR
Lenskart,FinTech,Payments,Pune,"IFC, Mirae Asset",Growth,197383000,2021-10-28,2021,10,Fintech,Late Stage,Pune
SkillFlow,HealthTech,Diagnostics,Ahmedabad,"A91 Partners, Falcon Edge, Ribbit Capital",Series A,8097000,2023-07-16,2023,7,Healthtech,Series A,Ahmedabad
FreshTech,Consumer Electronics,Smart Home,Gurugram,Y Combinator,Series C,81807000,2022-06-23,2022,6,Other,Series C,Delhi/NCR
Swiggy,HealthTech,Pharmacy,Bengaluru,SoftBank Vision Fund,Pre-Seed,142000,2024-07-27,2024,7,Healthtech,Seed/Angel,Bengaluru
CoreSpace,Media,Content,Kolkata,"Bessemer Venture Partners, Omidyar Network",Seed,383000,2024-04-17,2024,4,Other,Seed/Angel,Kolkata
MediHive,EdTech,Coding Bootcamp,Noida,Kedaara Capital,Series A,4568000,2021-05-26,2021,5,Edtech,Series A,Delhi/NCR
UrbanDrive,EdTech,UpSkilling,Mumbai,"LCatterton, Ventures India",Pre-Series A,753000,2021-05-05,2021,5,Edtech,Seed/Angel,Mumbai
SkillFlow,Media,Streaming,Hyderabad,Blume Ventures,Pre-Series A,253000,2024-10-13,2024,10,Other,Seed/Angel,Hyderabad
Cars24,E-commerce,Fashion,Ahmedabad,"Mirae Asset, SoftBank Vision Fund",Series A,1438000,2023-12-05,2023,12,Ecommerce/D2C,Series A,Ahmedabad
WorkPay_557,Mobility,Ride Sharing,Delhi,Nexus Venture Partners,Bridge,56000,2021-07-31,2021,7,EV/Cleantech,Undisclosed,Delhi/NCR
Dailyhunt,Media,Social,Gurugram,"Kalaari Capital, Lightspeed India",Seed,810000,2020-01-31,2020,1,Other,Seed/Angel,Delhi/NCR
Chargebee,SaaS,MarTech,Bengaluru,Tiger Global,Seed,493000,2024-09-23,2024,9,SaaS/Enterprise,Seed/Angel,Bengaluru
DriveFit_560,Consumer Electronics,Audio,Gurugram,"Nexus Venture Partners, Zodius Capital",Angel,41000,2021-05-27,2021,5,Other,Seed/Angel,Delhi/NCR
LogiMart,Consumer Electronics,Audio,Bengaluru,Falcon Edge,Seed,110000,2024-02-14,2024,2,Other,Seed/Angel,Bengaluru
FarmTech,RealEstate,Home Services,Pune,Ventures India,Seed,83000,2024-01-31,2024,1,Proptech,Seed/Angel,Pune
NeoTech,RealEstate,Home Services,Gurugram,"Accel, Lightspeed India, Ribbit Capital",Pre-Series A,103000,2020-04-16,2020,4,Proptech,Seed/Angel,Delhi/NCR
NeoSense_564,Retail,Grocery,Ahmedabad,Sequoia Capital India,Seed,182000,2024-06-04,2024,6,Ecommerce/D2C,Seed/Angel,Ahmedabad
Razorpay,AgriTech,Marketplace,Kolkata,Bessemer Venture Partners,Series B,25663000,2020-11-13,2020,11,Agritech,Series B,Kolkata
LogiMart,E-commerce,Grocery,Pune,"Blume Ventures, Tiger Global, Y Combinator",Angel,16000,2024-04-04,2024,4,Ecommerce/D2C,Seed/Angel,Pune
AeroStack,EdTech,UpSkilling,Noida,Bessemer Venture Partners,Series C,65394000,2024-03-29,2024,3,Edtech,Series C,Delhi/NCR
Dailyhunt,Media,Social,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series B,61332000,2022-01-03,2022,1,Other,Series B,Bengaluru
Dailyhunt,Mobility,EV,Noida,"Blume Ventures, Y Combinator",Series B,13131000,2021-01-23,2021,1,EV/Cleantech,Series B,Delhi/NCR
InMobi,Logistics,Fleet Management,Noida,Info Edge,Seed,333000,2022-12-23,2022,12,Logistics,Seed/Angel,Delhi/NCR
CureFit,Mobility,EV,Kolkata,"Blume Ventures, Y Combinator",Pre-Seed,122000,2023-07-30,2023,7,EV/Cleantech,Seed/Angel,Kolkata
PhonePe,AgriTech,Smart Farming,Ahmedabad,Prosus Ventures,Seed,216000,2024-01-16,2024,1,Agritech,Seed/Angel,Ahmedabad
UrbanDrive,RealEstate,Home Services,Noida,Kalaari Capital,Seed,496000,2021-08-02,2021,8,Proptech,Seed/Angel,Delhi/NCR
AgriSense,Mobility,Micro Mobility,Mumbai,Blume Ventures,Pre-Seed,146000,2025-04-04,2025,4,EV/Cleantech,Seed/Angel,Mumbai
GreenMart,Consumer Electronics,Audio,Mumbai,"Falcon Edge, Prosus Ventures",Pre-Seed,178000,2023-08-07,2023,8,Other,Seed/Angel,Mumbai
CloudSolutions_576,EdTech,Test Prep,Bengaluru,"Accel, LCatterton, Mirae Asset",Angel,8000,2021-03-03,2021,3,Edtech,Seed/Angel,Bengaluru
HealthWorks,Media,Content,Pune,"Matrix Partners India, Tiger Global",Series C,245913000,2020-04-29,2020,4,Other,Series C,Pune
Groww,Enterprise,Security,Mumbai,"Accel, Kedaara Capital",Bridge,307000,2025-05-21,2025,5,SaaS/Enterprise,Undisclosed,Mumbai
AeroHub,Mobility,Micro Mobility,Gurugram,A91 Partners,Series A,2012000,2025-04-24,2025,4,EV/Cleantech,Series A,Delhi/NCR
SkillRise,Retail,Fashion,Ahmedabad,"Blume Ventures, IFC, Prosus Ventures",Pre-Series A,288000,2022-07-28,2022,7,Ecommerce/D2C,Seed/Angel,Ahmedabad
BlueTech,Mobility,EV,Delhi,"LCatterton, Peak XV",Series A,14210000,2023-05-13,2023,5,EV/Cleantech,Series A,Delhi/NCR
NeoSense,FoodTech,Grocery,Chennai,"A91 Partners, Matrix Partners India",Series C,75927000,2021-10-24,2021,10,Foodtech,Series C,Chennai
UrbanSolutions,Media,Content,Pune,Sequoia Capital India,Bridge,168000,2022-07-05,2022,7,Other,Undisclosed,Pune
HealthAnalytics,Mobility,Ride Sharing,Hyderabad,IFC,Pre-Seed,86000,2021-03-30,2021,3,EV/Cleantech,Seed/Angel,Hyderabad
DataAnalytics,Media,Content,Noida,"Blume Ventures, Sequoia Capital India",Series A,1916000,2023-03-14,2023,3,Other,Series A,Delhi/NCR
Licious,HealthTech,Diagnostics,Hyderabad,Matrix Partners India,Pre-Series A,119000,2023-04-07,2023,4,Healthtech,Seed/Angel,Hyderabad
Delhivery,E-commerce,Grocery,Chennai,"Accel, Mirae Asset, SoftBank Vision Fund",Series A,1418000,2021-03-21,2021,3,Ecommerce/D2C,Series A,Chennai
Myntra,Enterprise,Automation,Ahmedabad,"Ribbit Capital, Sequoia Capital India",Series C,28289000,2020-07-14,2020,7,SaaS/Enterprise,Series C,Ahmedabad
QuantumAnalytics_589,FinTech,WealthTech,Pune,"Nexus Venture Partners, Peak XV",Growth,74657000,2022-06-08,2022,6,Fintech,Late Stage,Pune
HomeFoods,Enterprise,Automation,Bengaluru,"Falcon Edge, Tiger Global",Series B,7347000,2023-07-18,2023,7,SaaS/Enterprise,Series B,Bengaluru
FoodLoop,HealthTech,Pharmacy,Noida,Prosus Ventures,Series B,29557000,2020-11-09,2020,11,Healthtech,Series B,Delhi/NCR
DriveFit,Retail,Fashion,Ahmedabad,"Elevation Capital, Kalaari Capital",Series A,1636000,2021-03-30,2021,3,Ecommerce/D2C,Series A,Ahmedabad
LogiSense,Consumer Electronics,Smart Home,Bengaluru,Kalaari Capital,Series A,2550000,2021-06-21,2021,6,Other,Series A,Bengaluru
DriveEdge,HealthTech,Diagnostics,Kolkata,"Lightspeed India, Ribbit Capital",Series A,11342000,2022-09-26,2022,9,Healthtech,Series A,Kolkata
LogiMart,Logistics,Supply Chain,Pune,Accel,Series B,18607000,2023-03-25,2023,3,Logistics,Series B,Pune
Flipkart,FoodTech,Food Delivery,Pune,"Bessemer Venture Partners, Prosus Ventures",Seed,587000,2021-12-06,2021,12,Foodtech,Seed/Angel,Pune
Lenskart,SaaS,MarTech,Ahmedabad,Lightspeed India,Seed,94000,2020-04-01,2020,4,SaaS/Enterprise,Seed/Angel,Ahmedabad
NimbusWorks,Media,Social,Mumbai,"IFC, Peak XV",Series B,8521000,2021-05-12,2021,5,Other,Series B,Mumbai
SmartTech_599,Media,Social,Hyderabad,Lightspeed India,Series A,1117000,2020-02-16,2020,2,Other,Series A,Hyderabad
Meesho,EdTech,UpSkilling,Noida,Kedaara Capital,Series A,1580000,2024-02-03,2024,2,Edtech,Series A,Delhi/NCR
PhonePe,FoodTech,Grocery,Noida,Elevation Capital,Pre-Seed,38000,2020-12-14,2020,12,Foodtech,Seed/Angel,Delhi/NCR
SkillFlow_602,RealEstate,PropTech,Mumbai,"IFC, Prosus Ventures",Pre-Series A,150000,2021-07-09,2021,7,Proptech,Seed/Angel,Mumbai
PhonePe,Logistics,Fleet Management,Chennai,"Accel, Tiger Global Management",Seed,69000,2022-02-18,2022,2,Logistics,Seed/Angel,Chennai
HyperLabs,AgriTech,Marketplace,Mumbai,"A91 Partners, Kedaara Capital",Seed,78000,2022-10-22,2022,10,Agritech,Seed/Angel,Mumbai
Razorpay,EdTech,UpSkilling,Pune,Sequoia Capital India,Series A,3483000,2024-03-04,2024,3,Edtech,Series A,Pune
AgriFit,Logistics,Last Mile,Noida,"Kalaari Capital, Matrix Partners India, Tiger Global Management",Seed,107000,2020-05-06,2020,5,Logistics,Seed/Angel,Delhi/NCR
ClearTax,Mobility,EV,Gurugram,"Accel, Prosus Ventures",Seed,192000,2025-01-11,2025,1,EV/Cleantech,Seed/Angel,Delhi/NCR
QuantumAnalytics,RealEstate,Rental Tech,Gurugram,Info Edge,Pre-Series A,319000,2023-03-19,2023,3,Proptech,Seed/Angel,Delhi/NCR
FreshTech,SaaS,MarTech,Noida,Omidyar Network,Seed,638000,2023-08-29,2023,8,SaaS/Enterprise,Seed/Angel,Delhi/NCR
CloudPay,Logistics,Fleet Management,Noida,Prosus Ventures,Angel,6000,2022-05-30,2022,5,Logistics,Seed/Angel,Delhi/NCR
NextSense,Mobility,Micro Mobility,Mumbai,Kedaara Capital,Seed,954000,2024-09-15,2024,9,EV/Cleantech,Seed/Angel,Mumbai
FoodLoop,FoodTech,Food Delivery,Hyderabad,"Bessemer Venture Partners, Elevation Capital, Peak XV",Series A,5476000,2025-03-27,2025,3,Foodtech,Series A,Hyderabad
AeroStack,FinTech,NeoBank,Ahmedabad,Matrix Partners India,Seed,68000,2023-03-07,2023,3,Fintech,Seed/Angel,Ahmedabad
GrowthFlow,Media,Content,Delhi,"Kedaara Capital, Y Combinator",Series A,10651000,2023-05-23,2023,5,Other,Series A,Delhi/NCR
UrbanDrive,HealthTech,Diagnostics,Gurugram,Peak XV,Seed,1494000,2022-04-16,2022,4,Healthtech,Seed/Angel,Delhi/NCR
Flipkart,EdTech,K12,Gurugram,"IFC, Mirae Asset",Seed,63000,2025-03-13,2025,3,Edtech,Seed/Angel,Delhi/NCR
NeoSense,EdTech,Coding Bootcamp,Chennai,"Kalaari Capital, Kedaara Capital, Zodius Capital",Series C,42331000,2023-05-30,2023,5,Edtech,Series C,Chennai
GrowthConnect,Consumer Electronics,Wearables,Bengaluru,"Falcon Edge, Tiger Global Management",Growth,419740000,2021-05-18,2021,5,Other,Late Stage,Bengaluru
Razorpay,Mobility,EV,Noida,Blume Ventures,Series C,151723000,2025-05-25,2025,5,EV/Cleantech,Series C,Delhi/NCR
Dailyhunt,FoodTech,Food Delivery,Hyderabad,Omidyar Network,Series A,1648000,2022-05-15,2022,5,Foodtech,Series A,Hyderabad
Udaan,Media,Streaming,Delhi,"Accel, Falcon Edge",Series A,1763000,2023-08-16,2023,8,Other,Series A,Delhi/NCR
BlueTech,Media,Streaming,Delhi,"Info Edge, Sequoia Capital India",Pre-Series A,235000,2021-10-24,2021,10,Other,Seed/Angel,Delhi/NCR
CloudPay,E-commerce,D2C,Pune,"Bessemer Venture Partners, Kedaara Capital, Nexus Venture Partners",Series B,19160000,2025-01-31,2025,1,Ecommerce/D2C,Series B,Pune
Porter,Media,Content,Pune,"Kedaara Capital, Tiger Global Management",Seed,489000,2023-12-19,2023,12,Other,Seed/Angel,Pune
NextSense,FoodTech,Cloud Kitchen,Delhi,"Blume Ventures, IFC, Nexus Venture Partners",Angel,15000,2023-03-04,2023,3,Foodtech,Seed/Angel,Delhi/NCR
Udaan,FoodTech,Food Delivery,Hyderabad,"Blume Ventures, Elevation Capital",Series B,18027000,2025-05-22,2025,5,Foodtech,Series B,Hyderabad
LogiSense,FinTech,NeoBank,Hyderabad,"A91 Partners, Sequoia Capital India",Pre-Seed,112000,2022-10-16,2022,10,Fintech,Seed/Angel,Hyderabad
NimbusLabs,AgriTech,Marketplace,Kolkata,Omidyar Network,Series A,1104000,2022-06-23,2022,6,Agritech,Series A,Kolkata
MediHive,Mobility,EV,Ahmedabad,Tiger Global,Series A,1981000,2024-08-06,2024,8,EV/Cleantech,Series A,Ahmedabad
GreenConnect_630,SaaS,B2B SaaS,Delhi,"Elevation Capital, Zodius Capital",Series D,258416000,2023-09-28,2023,9,SaaS/Enterprise,Late Stage,Delhi/NCR
Unacademy,FinTech,Payments,Chennai,"Elevation Capital, Kedaara Capital, Prosus Ventures",Debt,26070000,2020-11-26,2020,11,Fintech,Debt,Chennai
EduTech,Media,Streaming,Pune,SoftBank Vision Fund,Angel,23000,2020-07-09,2020,7,Other,Seed/Angel,Pune
QuantumAnalytics,Retail,Grocery,Noida,Nexus Venture Partners,Seed,356000,2022-08-22,2022,8,Ecommerce/D2C,Seed/Angel,Delhi/NCR
SkillSolutions,FoodTech,Grocery,Gurugram,Accel,Series B,6730000,2023-06-07,2023,6,Foodtech,Series B,Delhi/NCR
Unacademy,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Angel,19000,2023-12-18,2023,12,Other,Seed/Angel,Ahmedabad
FoodLoop,AgriTech,Marketplace,Pune,"Kedaara Capital, Mirae Asset",Angel,25000,2023-06-12,2023,6,Agritech,Seed/Angel,Pune
Chargebee,Consumer Electronics,Audio,Ahmedabad,Sequoia Capital India,Seed,122000,2021-08-17,2021,8,Other,Seed/Angel,Ahmedabad
GrowthFlow,Retail,E-Retail,Gurugram,"Tiger Global, Y Combinator",Series C,41465000,2022-04-29,2022,4,Ecommerce/D2C,Series C,Delhi/NCR
Meesho,FinTech,Lending,Hyderabad,Elevation Capital,Seed,201000,2020-05-18,2020,5,Fintech,Seed/Angel,Hyderabad
AgriSense,E-commerce,D2C,Pune,"Peak XV, Zodius Capital",Pre-Series A,105000,2023-03-11,2023,3,Ecommerce/D2C,Seed/Angel,Pune
CloudLabs,SaaS,MarTech,Kolkata,Mirae Asset,Series C,47844000,2023-08-15,2023,8,SaaS/Enterprise,Series C,Kolkata
LogiRise,Mobility,EV,Kolkata,"A91 Partners, Falcon Edge, Tiger Global",Series C,35458000,2022-04-27,2022,4,EV/Cleantech,Series C,Kolkata
HyperLabs,FinTech,Lending,Ahmedabad,Tiger Global,Series B,12397000,2024-06-25,2024,6,Fintech,Series B,Ahmedabad
WorkPay,FinTech,WealthTech,Chennai,A91 Partners,Series A,1383000,2024-09-21,2024,9,Fintech,Series A,Chennai
UrbanDrive,E-commerce,D2C,Pune,"Accel, IFC",Series B,59057000,2021-07-10,2021,7,Ecommerce/D2C,Series B,Pune
NimbusWorks,Logistics,Last Mile,Noida,Bessemer Venture Partners,Seed,447000,2020-08-17,2020,8,Logistics,Seed/Angel,Delhi/NCR
CloudPay,Consumer Electronics,Smart Home,Bengaluru,"Blume Ventures, SoftBank Vision Fund",Series C,125810000,2025-01-27,2025,1,Other,Series C,Bengaluru
AgriHive,Mobility,EV,Pune,Zodius Capital,Seed,919000,2024-11-20,2024,11,EV/Cleantech,Seed/Angel,Pune
LogiSense,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,19914000,2022-12-05,2022,12,Fintech,Series B,Chennai
FarmFit,AgriTech,Supply Chain,Pune,Falcon Edge,Series A,1265000,2020-04-04,2020,4,Agritech,Series A,Pune
FreshTech_651,Retail,Grocery,Gurugram,Elevation Capital,Seed,363000,2021-01-29,2021,1,Ecommerce/D2C,Seed/Angel,Delhi/NCR
FoodLoop,RealEstate,PropTech,Hyderabad,Sequoia Capital India,Seed,436000,2021-07-14,2021,7,Proptech,Seed/Angel,Hyderabad
Zomato,EdTech,UpSkilling,Noida,"A91 Partners, Bessemer Venture Partners, Blume Ventures",Seed,782000,2020-10-16,2020,10,Edtech,Seed/Angel,Delhi/NCR
FreshTech,SaaS,MarTech,Bengaluru,"Accel, Tiger Global, Y Combinator",Seed,246000,2022-08-22,2022,8,SaaS/Enterprise,Seed/Angel,Bengaluru
DriveFit,AgriTech,Marketplace,Kolkata,Zodius Capital,Series A,1413000,2021-10-01,2021,10,Agritech,Series A,Kolkata
HealthRise,Retail,Grocery,Ahmedabad,"Info Edge, Mirae Asset, Prosus Ventures",Seed,142000,2024-07-22,2024,7,Ecommerce/D2C,Seed/Angel,Ahmedabad
InMobi,Consumer Electronics,Audio,Gurugram,"Matrix Partners India, Y Combinator",Seed,191000,2025-01-08,2025,1,Other,Seed/Angel,Delhi/NCR
BlueTech,RealEstate,Home Services,Pune,Mirae Asset,Series A,5750000,2020-03-02,2020,3,Proptech,Series A,Pune
NextFlow,Enterprise,Analytics,Hyderabad,"Accel, Nexus Venture Partners",Series C,93825000,2023-05-22,2023,5,SaaS/Enterprise,Series C,Hyderabad
AeroStack,RealEstate,PropTech,Hyderabad,"Kalaari Capital, Ribbit Capital",Series A,2623000,2022-03-31,2022,3,Proptech,Series A,Hyderabad
NextSense,FoodTech,Cloud Kitchen,Pune,"Info Edge, Tiger Global Management",Seed,1903000,2023-11-22,2023,11,Foodtech,Seed/Angel,Pune
DataHive,EdTech,K12,Mumbai,"Accel, Zodius Capital",Series B,26816000,2023-12-28,2023,12,Edtech,Series B,Mumbai
SmartMart,E-commerce,Fashion,Delhi,Omidyar Network,Seed,120000,2022-04-11,2022,4,Ecommerce/D2C,Seed/Angel,Delhi/NCR
QuantumAnalytics,RealEstate,Rental Tech,Bengaluru,LCatterton,Seed,73000,2024-07-31,2024,7,Proptech,Seed/Angel,Bengaluru
Rapido,Retail,E-Retail,Delhi,"Info Edge, Ribbit Capital",Series A,1513000,2021-08-19,2021,8,Ecommerce/D2C,Series A,Delhi/NCR
CoreFlow,SaaS,HRTech,Ahmedabad,LCatterton,Series C,38931000,2023-10-23,2023,10,SaaS/Enterprise,Series C,Ahmedabad
DriveEdge,SaaS,B2B SaaS,Ahmedabad,IFC,Pre-Seed,29000,2022-11-11,2022,11,SaaS/Enterprise,Seed/Angel,Ahmedabad
HealthWorks,Mobility,Ride Sharing,Bengaluru,Accel,Series B,8387000,2024-08-07,2024,8,EV/Cleantech,Series B,Bengaluru
HealthAnalytics,EdTech,Coding Bootcamp,Ahmedabad,"A91 Partners, Y Combinator",Pre-Series A,193000,2021-10-13,2021,10,Edtech,Seed/Angel,Ahmedabad
NoBroker,Consumer Electronics,Audio,Gurugram,Zodius Capital,Series A,1599000,2024-09-23,2024,9,Other,Series A,Delhi/NCR
HyperLoop,Enterprise,Automation,Delhi,"Kedaara Capital, Mirae Asset, Sequoia Capital India",Seed,1367000,2020-05-26,2020,5,SaaS/Enterprise,Seed/Angel,Delhi/NCR
DriveEdge,HealthTech,Telemedicine,Delhi,"Kedaara Capital, LCatterton",Series B,6246000,2022-05-01,2022,5,Healthtech,Series B,Delhi/NCR
Innovaccer,AgriTech,Supply Chain,Kolkata,"Kalaari Capital, Lightspeed India",Series A,4139000,2023-02-04,2023,2,Agritech,Series A,Kolkata
Innovaccer,AgriTech,Supply Chain,Ahmedabad,Kedaara Capital,Series A,3039000,2024-02-05,2024,2,Agritech,Series A,Ahmedabad
NextStack,Mobility,Micro Mobility,Pune,"Mirae Asset, Y Combinator",Pre-Seed,192000,2020-03-18,2020,3,EV/Cleantech,Seed/Angel,Pune
AgriHive,E-commerce,Marketplace,Noida,Mirae Asset,Debt,201000,2024-03-17,2024,3,Ecommerce/D2C,Debt,Delhi/NCR
HealthRise,AgriTech,Supply Chain,Gurugram,"Accel, Peak XV, Ribbit Capital",Series A,2937000,2024-02-27,2024,2,Agritech,Series A,Delhi/NCR
FreshTech,SaaS,B2B SaaS,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,13810000,2025-01-29,2025,1,SaaS/Enterprise,Series A,Kolkata
AgriFit,Retail,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Seed,1218000,2023-11-24,2023,11,Ecommerce/D2C,Seed/Angel,Hyderabad
Swiggy,FinTech,InsurTech,Ahmedabad,"Ribbit Capital, Tiger Global Management, Zodius Capital",Seed,1019000,2020-04-15,2020,4,Fintech,Seed/Angel,Ahmedabad
SmartTech,HealthTech,Telemedicine,Hyderabad,Elevation Capital,Seed,129000,2023-06-15,2023,6,Healthtech,Seed/Angel,Hyderabad
CloudSolutions_682,E-commerce,Grocery,Delhi,Prosus Ventures,Angel,8000,2024-02-22,2024,2,Ecommerce/D2C,Seed/Angel,Delhi/NCR
Nykaa,Retail,E-Retail,Hyderabad,"Blume Ventures, Falcon Edge",Series C,122297000,2021-04-28,2021,4,Ecommerce/D2C,Series C,Hyderabad
GreenMart,E-commerce,Marketplace,Ahmedabad,"Kalaari Capital, Ventures India",Angel,81000,2020-11-11,2020,11,Ecommerce/D2C,Seed/Angel,Ahmedabad
AeroHub,Consumer Electronics,Smart Home,Delhi,Tiger Global,Seed,390000,2024-02-12,2024,2,Other,Seed/Angel,Delhi/NCR
CureFit,Retail,E-Retail,Bengaluru,"Elevation Capital, Ventures India",Seed,412000,2022-03-27,2022,3,Ecommerce/D2C,Seed/Angel,Bengaluru
PharmEasy,FoodTech,Grocery,Chennai,"IFC, Sequoia Capital India",Series A,2134000,2020-10-24,2020,10,Foodtech,Series A,Chennai
EduMart,SaaS,B2B SaaS,Mumbai,Peak XV,Angel,50000,2023-07-29,2023,7,SaaS/Enterprise,Seed/Angel,Mumbai
Paytm,AgriTech,Marketplace,Hyderabad,Matrix Partners India,Seed,100000,2021-06-30,2021,6,Agritech,Seed/Angel,Hyderabad
DriveFit,RealEstate,Rental Tech,Gurugram,Falcon Edge,Series B,12266000,2023-04-20,2023,4,Proptech,Series B,Delhi/NCR
BlueTech,FinTech,Payments,Mumbai,"Accel, Info Edge",Pre-Seed,53000,2020-07-19,2020,7,Fintech,Seed/Angel,Mumbai
HomeAnalytics,Logistics,Last Mile,Bengaluru,Peak XV,Pre-Seed,64000,2020-07-07,2020,7,Logistics,Seed/Angel,Bengaluru
GreenEdge,RealEstate,PropTech,Mumbai,Y Combinator,Seed,122000,2023-05-23,2023,5,Proptech,Seed/Angel,Mumbai
DataEdge,Media,Social,Hyderabad,Ribbit Capital,Seed,76000,2023-09-14,2023,9,Other,Seed/Angel,Hyderabad
SkillSolutions,Media,Streaming,Pune,Elevation Capital,Seed,476000,2024-05-17,2024,5,Other,Seed/Angel,Pune
HealthWorks,SaaS,B2B SaaS,Hyderabad,Info Edge,Bridge,145000,2021-06-26,2021,6,SaaS/Enterprise,Undisclosed,Hyderabad
NeoLabs,EdTech,Coding Bootcamp,Delhi,A91 Partners,Series B,25052000,2020-08-10,2020,8,Edtech,Series B,Delhi/NCR
Paytm,EdTech,Test Prep,Kolkata,Tiger Global,Series B,7671000,2020-07-30,2020,7,Edtech,Series B,Kolkata
AutoStack,FinTech,InsurTech,Delhi,Prosus Ventures,Series B,18981000,2020-01-02,2020,1,Fintech,Series B,Delhi/NCR
NextStack,SaaS,MarTech,Ahmedabad,"Kalaari Capital, Mirae Asset",Pre-Seed,68000,2023-12-20,2023,12,SaaS/Enterprise,Seed/Angel,Ahmedabad
CRED,Mobility,Ride Sharing,Bengaluru,"Falcon Edge, Nexus Venture Partners",Pre-Series A,113000,2023-11-12,2023,11,EV/Cleantech,Seed/Angel,Bengaluru
Licious,SaaS,HRTech,Chennai,"Accel, Falcon Edge, Peak XV",Seed,173000,2025-05-17,2025,5,SaaS/Enterprise,Seed/Angel,Chennai
HealthRise,Retail,Grocery,Gurugram,"Elevation Capital, Prosus Ventures",Seed,82000,2020-03-21,2020,3,Ecommerce/D2C,Seed/Angel,Delhi/NCR
UrbanDrive,RealEstate,Rental Tech,Pune,"Blume Ventures, Info Edge, Sequoia Capital India",Series A,1187000,2024-12-17,2024,12,Proptech,Series A,Pune
GrowthFlow,AgriTech,Supply Chain,Kolkata,"Mirae Asset, Ribbit Capital",Pre-Series A,977000,2024-06-11,2024,6,Agritech,Seed/Angel,Kolkata
EduBox,FinTech,Payments,Pune,"Bessemer Venture Partners, Nexus Venture Partners, Tiger Global",Seed,164000,2024-06-01,2024,6,Fintech,Seed/Angel,Pune
LogiRise,Enterprise,Automation,Delhi,Sequoia Capital India,Series B,47223000,2021-04-22,2021,4,SaaS/Enterprise,Series B,Delhi/NCR
SmartCare,FinTech,InsurTech,Ahmedabad,"Blume Ventures, Nexus Venture Partners, Tiger Global",Pre-Seed,36000,2023-12-07,2023,12,Fintech,Seed/Angel,Ahmedabad
BigBasket,Enterprise,Analytics,Kolkata,"Tiger Global, Zodius Capital",Series A,6332000,2024-09-06,2024,9,SaaS/Enterprise,Series A,Kolkata
Porter,Consumer Electronics,Smart Home,Ahmedabad,Info Edge,Seed,826000,2024-07-05,2024,7,Other,Seed/Angel,Ahmedabad
FoodFit,RealEstate,Rental Tech,Noida,Ventures India,Seed,450000,2024-09-09,2024,9,Proptech,Seed/Angel,Delhi/NCR
NoBroker,SaaS,B2B SaaS,Mumbai,"Blume Ventures, Y Combinator",Seed,285000,2024-03-31,2024,3,SaaS/Enterprise,Seed/Angel,Mumbai
Dream11,Consumer Electronics,Audio,Ahmedabad,"Bessemer Venture Partners, Omidyar Network, Sequoia Capital India",Pre-Seed,52000,2020-07-23,2020,7,Other,Seed/Angel,Ahmedabad
Myntra,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, LCatterton, Ribbit Capital",Seed,181000,2020-07-01,2020,7,Ecommerce/D2C,Seed/Angel,Bengaluru
FarmBox,EdTech,K12,Hyderabad,Peak XV,Series A,12394000,2022-04-23,2022,4,Edtech,Series A,Hyderabad
GrowthConnect,Media,Content,Ahmedabad,Y Combinator,Bridge,1071000,2023-07-08,2023,7,Other,Undisclosed,Ahmedabad
